Gene	Cytoband	Altered group	Unaltered group	Altered group	Unaltered group	Log Ratio	p-Value	q-Value	Higher expression in
MMP25	16p13.3	7.23	5.16	1.14	1.56	2.07	5.35e-13	1.04e-11	Altered group
LINC00623	1p11.2	8.19	6.85	0.75	1.47	1.34	5.42e-13	1.05e-11	Altered group
ZEB1-AS1	10p11.22	6.15	4.97	0.65	1.59	1.18	5.44e-13	1.05e-11	Altered group
MBNL1	3q25.1-q25.2	12.14	10.90	0.68	0.84	1.24	5.54e-13	1.07e-11	Altered group
ARNTL	11p15.3	7.85	6.84	0.56	0.83	1.01	5.62e-13	1.09e-11	Altered group
FOXN3	14q31.3-q32.11	10.78	10.00	0.43	0.79	0.77	5.78e-13	1.12e-11	Altered group
RNF149	2q11.2	9.89	9.28	0.34	0.56	0.61	5.83e-13	1.12e-11	Altered group
INTS6L	Xq26.3	8.85	7.14	0.95	1.44	1.71	5.87e-13	1.13e-11	Altered group
GBGT1	9q34.2	7.79	6.36	0.80	1.33	1.43	5.91e-13	1.14e-11	Altered group
ACVRL1	12q13.13	9.58	8.29	0.71	1.04	1.29	5.92e-13	1.14e-11	Altered group
ADGRF3	2p23.3	3.38	2.16	0.67	0.80	1.22	6.11e-13	1.17e-11	Altered group
GUCY1A1	4q32.1	8.74	7.00	0.96	1.26	1.73	6.23e-13	1.20e-11	Altered group
DNAH8	6p21.2	3.28	1.14	1.18	1.33	2.15	6.37e-13	1.22e-11	Altered group
STAMBPL1	10q23.31	8.59	7.55	0.58	1.31	1.04	6.37e-13	1.22e-11	Altered group
LGALS9C	17p11.2	5.60	3.88	0.95	1.33	1.71	6.54e-13	1.25e-11	Altered group
ERAP1	5q15	11.19	10.08	0.62	1.00	1.11	6.54e-13	1.25e-11	Altered group
TSTD1	1q23.3	7.43	5.18	1.27	2.37	2.25	6.61e-13	1.26e-11	Altered group
ADA	20q13.12	8.94	7.98	0.54	0.97	0.96	6.68e-13	1.27e-11	Altered group
GRAMD1B	11q24.1	6.45	4.79	0.94	1.92	1.66	6.96e-13	1.33e-11	Altered group
RSAD2	2p25.2	8.24	6.44	1.01	2.00	1.80	7.05e-13	1.34e-11	Altered group
BCAT1	12p12.1	8.92	7.30	0.92	1.75	1.63	7.09e-13	1.35e-11	Altered group
RGS10	10q26.11	10.13	9.12	0.57	1.17	1.01	7.13e-13	1.35e-11	Altered group
RAP2C	Xq26.2	9.80	8.84	0.54	0.85	0.96	7.16e-13	1.36e-11	Altered group
KIR3DL2	19q13.42	2.98	1.23	0.98	1.34	1.75	7.19e-13	1.36e-11	Altered group
PTPN2	18p11.21	9.47	8.70	0.43	0.64	0.77	7.36e-13	1.39e-11	Altered group
TMEM119	12q23.3	9.91	7.63	1.27	1.69	2.28	7.48e-13	1.41e-11	Altered group
PPP2R5C	14q32.31	11.33	10.78	0.31	0.47	0.55	7.61e-13	1.44e-11	Altered group
BATF	14q24.3	8.50	6.60	1.07	1.71	1.91	7.70e-13	1.45e-11	Altered group
FOXP1	3p13	9.80	8.41	0.78	1.11	1.39	7.71e-13	1.45e-11	Altered group
ARMH1	1p34.1	5.45	3.12	1.28	1.37	2.33	8.09e-13	1.52e-11	Altered group
GPCPD1	20p12.3	9.82	8.68	0.64	1.01	1.14	8.19e-13	1.54e-11	Altered group
LPAR6	13q14.2	9.84	8.62	0.69	1.37	1.22	8.43e-13	1.58e-11	Altered group
FCRL4	1q23.1	4.31	0.75	1.93	1.20	3.56	8.43e-13	1.58e-11	Altered group
SCML4	6q21	7.92	5.95	1.11	2.67	1.97	8.62e-13	1.62e-11	Altered group
MAP3K7CL	21q21.3	6.70	5.49	0.69	1.33	1.22	8.89e-13	1.67e-11	Altered group
FAM241A	4q25	7.71	6.44	0.72	1.20	1.27	9.02e-13	1.69e-11	Altered group
SH2D2A	1q23.1	8.48	6.58	1.07	1.55	1.90	9.32e-13	1.75e-11	Altered group
GADD45B	19p13.3	9.46	8.37	0.62	1.06	1.09	9.58e-13	1.79e-11	Altered group
ALPK1	4q25	9.06	8.27	0.45	0.98	0.80	9.79e-13	1.83e-11	Altered group
ADRA2A	10q25.2	8.52	5.80	1.53	1.92	2.72	1.00e-12	1.87e-11	Altered group
PSME1	14q12	12.26	11.42	0.48	0.75	0.84	1.02e-12	1.91e-11	Altered group
SLC31A2	9q32	9.18	7.88	0.73	1.05	1.30	1.04e-12	1.95e-11	Altered group
PAX5	9p13.2	6.80	2.14	2.57	2.19	4.66	1.05e-12	1.96e-11	Altered group
HCG27	6p21.33	4.76	2.81	1.09	1.19	1.95	1.07e-12	1.99e-11	Altered group
USP3	15q22.31	8.76	8.17	0.34	0.58	0.59	1.11e-12	2.07e-11	Altered group
HEG1	3q21.2	10.89	9.70	0.67	0.98	1.19	1.12e-12	2.08e-11	Altered group
ZFP36L1	14q24.1	12.55	11.78	0.44	0.79	0.76	1.12e-12	2.08e-11	Altered group
TMEM150B	19q13.42	5.78	3.45	1.32	1.75	2.33	1.15e-12	2.13e-11	Altered group
CNTRL	9q33.2	9.86	8.52	0.76	1.08	1.33	1.21e-12	2.23e-11	Altered group
ADRB2	5q32	6.01	4.88	0.64	1.49	1.13	1.22e-12	2.26e-11	Altered group
DIPK2A	3q24	8.52	7.77	0.43	0.91	0.75	1.23e-12	2.27e-11	Altered group
EGR2	10q21.3	8.95	7.47	0.84	1.38	1.48	1.30e-12	2.40e-11	Altered group
GBP1	1p22.2	11.95	9.61	1.33	2.05	2.34	1.30e-12	2.40e-11	Altered group
SSTR3	22q13.1	3.42	0.86	1.41	1.03	2.55	1.34e-12	2.47e-11	Altered group
FAM214A	15q21.2-q21.3	9.30	8.19	0.64	0.97	1.12	1.39e-12	2.57e-11	Altered group
TTC39B	9p22.3	6.32	4.54	1.02	1.49	1.78	1.41e-12	2.60e-11	Altered group
VGLL3	3p12.1	7.74	5.81	1.10	1.56	1.93	1.41e-12	2.60e-11	Altered group
CBLB	3q13.11	9.58	8.80	0.45	0.82	0.78	1.42e-12	2.61e-11	Altered group
CPZ	4p16.1	7.08	5.17	1.10	2.04	1.91	1.43e-12	2.62e-11	Altered group
EPHB6	7q34	7.77	5.40	1.36	1.94	2.37	1.45e-12	2.65e-11	Altered group
CPEB3	10q23.32	6.71	5.56	0.66	0.99	1.15	1.45e-12	2.65e-11	Altered group
MYB	6q23.3	6.22	4.64	0.91	1.49	1.59	1.46e-12	2.66e-11	Altered group
VAMP1	12p13.31	8.82	7.09	0.98	1.10	1.73	1.51e-12	2.75e-11	Altered group
ASB2	14q32.12	8.61	7.09	0.88	1.59	1.52	1.59e-12	2.89e-11	Altered group
CCL4	17q12	9.08	6.54	1.45	1.92	2.55	1.61e-12	2.93e-11	Altered group
PARP11	12p13.32	8.24	7.28	0.55	1.03	0.95	1.63e-12	2.97e-11	Altered group
GHRL	3p25.3	4.15	1.64	1.40	1.13	2.51	1.67e-12	3.04e-11	Altered group
RUNX2	6p21.1	8.56	7.20	0.79	1.50	1.36	1.71e-12	3.10e-11	Altered group
MANEA	6q16.1	8.79	7.67	0.64	1.26	1.11	1.72e-12	3.12e-11	Altered group
GZMH	14q12	7.93	4.97	1.69	2.27	2.96	1.72e-12	3.12e-11	Altered group
DOK1	2p13.1	9.05	8.06	0.57	0.88	0.98	1.76e-12	3.18e-11	Altered group
FPR3	19q13.41	9.75	7.70	1.17	1.57	2.05	1.85e-12	3.34e-11	Altered group
C7	5p13.1	10.37	6.21	2.39	3.20	4.16	1.85e-12	3.34e-11	Altered group
NCOA4	10q11.22	11.96	11.37	0.34	0.61	0.59	1.88e-12	3.39e-11	Altered group
SH2D3A	19p13.3	6.14	4.07	1.19	1.61	2.07	1.94e-12	3.50e-11	Altered group
TP53INP1	8q22.1	10.34	9.05	0.75	1.24	1.29	1.96e-12	3.53e-11	Altered group
SERPINB1	6p25.2	10.46	9.72	0.42	0.93	0.73	1.97e-12	3.54e-11	Altered group
CDK14	7q21.13	8.73	7.29	0.84	1.76	1.44	1.98e-12	3.56e-11	Altered group
MFAP4	17p11.2	9.61	7.11	1.44	2.13	2.50	2.01e-12	3.60e-11	Altered group
SIGLEC14	19q13.41	7.45	4.72	1.57	1.95	2.74	2.03e-12	3.64e-11	Altered group
MCOLN2	1p22.3	7.99	6.59	0.81	1.34	1.39	2.07e-12	3.70e-11	Altered group
DOCK10	2q36.2	10.97	9.87	0.64	1.23	1.10	2.07e-12	3.70e-11	Altered group
KLRF1	12p13.31	4.11	2.10	1.15	1.43	2.01	2.09e-12	3.74e-11	Altered group
INMT	7p14.3	6.95	4.88	1.20	1.75	2.07	2.11e-12	3.77e-11	Altered group
KCNE4	2q36.1	8.35	6.84	0.88	1.66	1.50	2.22e-12	3.97e-11	Altered group
MSL3	Xp22.2	9.77	8.86	0.52	0.63	0.91	2.32e-12	4.14e-11	Altered group
GRK5	10q26.11	9.07	8.22	0.49	0.79	0.85	2.34e-12	4.16e-11	Altered group
PHYKPL	5q35.3	9.10	8.14	0.56	0.71	0.97	2.39e-12	4.24e-11	Altered group
ADTRP	6p24.1	5.50	3.59	1.11	1.55	1.91	2.41e-12	4.28e-11	Altered group
IGF1	12q23.2	7.77	6.07	0.99	1.76	1.70	2.46e-12	4.35e-11	Altered group
P2RY12	3q25.1	5.69	3.20	1.44	1.78	2.49	2.46e-12	4.36e-11	Altered group
RASGRP4	19q13.2	6.12	4.60	0.88	1.29	1.52	2.53e-12	4.47e-11	Altered group
ABRACL	6q24.1	9.42	8.56	0.50	0.84	0.86	2.54e-12	4.48e-11	Altered group
UNC13D	17q25.3	10.07	8.18	1.10	1.59	1.90	2.63e-12	4.65e-11	Altered group
HLA-E	6p22.1	14.61	13.47	0.67	1.05	1.14	2.68e-12	4.73e-11	Altered group
BTN3A1	6p22.2	11.02	9.77	0.73	1.04	1.25	2.76e-12	4.87e-11	Altered group
PCNX2	1q42.2	7.98	6.60	0.81	1.71	1.38	2.89e-12	5.09e-11	Altered group
TTC16	9q34.11	4.58	2.40	1.26	1.35	2.18	2.92e-12	5.13e-11	Altered group
KCNE3	11q13.4	7.69	6.56	0.66	1.18	1.12	2.97e-12	5.22e-11	Altered group
ARPC2	2q35	12.75	12.27	0.28	0.43	0.47	3.00e-12	5.27e-11	Altered group
C9ORF72	9p21.2	8.01	6.99	0.61	1.11	1.03	3.28e-12	5.76e-11	Altered group
SORL1	11q24.1	10.72	8.94	1.05	2.11	1.78	3.30e-12	5.78e-11	Altered group
SMPD3	16q22.1	7.10	5.43	0.98	1.46	1.67	3.40e-12	5.95e-11	Altered group
ZFP36	19q13.2	11.32	9.98	0.79	1.05	1.34	3.44e-12	6.01e-11	Altered group
LUM	12q21.33	12.12	10.23	1.11	1.81	1.89	3.49e-12	6.10e-11	Altered group
SOCS1	16p13.13	7.65	5.61	1.19	1.51	2.03	3.73e-12	6.51e-11	Altered group
WDR7	18q21.31	9.35	8.87	0.28	0.61	0.48	4.05e-12	7.06e-11	Altered group
FCN1	9q34.3	7.83	5.60	1.32	2.01	2.22	4.13e-12	7.20e-11	Altered group
SECTM1	17q25.3	9.47	7.55	1.14	1.73	1.92	4.14e-12	7.21e-11	Altered group
CAMK4	5q22.1	6.01	3.84	1.29	2.07	2.17	4.16e-12	7.24e-11	Altered group
IL34	16q22.1	7.28	5.45	1.09	1.62	1.84	4.20e-12	7.29e-11	Altered group
TRIM38	6p22.2	9.76	9.12	0.38	0.58	0.64	4.22e-12	7.32e-11	Altered group
NAALADL1	11q13.1	6.60	5.11	0.89	1.79	1.50	4.26e-12	7.39e-11	Altered group
SLC9A7	Xp11.3	5.91	4.32	0.94	2.19	1.59	4.39e-12	7.61e-11	Altered group
TNFSF12-TNFSF13	17p13.1	8.38	6.35	1.20	2.18	2.02	4.39e-12	7.61e-11	Altered group
PILRA	7q22.1	8.59	6.68	1.13	1.40	1.91	4.44e-12	7.68e-11	Altered group
CD1E	1q23.1	5.63	2.70	1.71	1.65	2.93	4.76e-12	8.23e-11	Altered group
OAS1	12q24.13	9.89	8.73	0.69	1.59	1.16	4.79e-12	8.29e-11	Altered group
HSD11B1	1q32.2	6.82	4.22	1.54	1.98	2.60	4.87e-12	8.42e-11	Altered group
BTN1A1	6p22.2	3.65	1.44	1.29	1.19	2.21	5.03e-12	8.67e-11	Altered group
GGT5	22q11.23	9.66	8.05	0.95	1.35	1.60	5.06e-12	8.73e-11	Altered group
CCL4L1	17q12 alternate reference locus	8.05	5.54	1.48	1.88	2.51	5.09e-12	8.77e-11	Altered group
CYTH1	17q25.3	10.89	9.82	0.62	0.60	1.06	5.17e-12	8.90e-11	Altered group
GALM	2p22.1	9.77	8.47	0.78	1.41	1.31	5.30e-12	9.12e-11	Altered group
CXCL10	4q21.1	10.70	7.77	1.75	2.61	2.93	5.79e-12	9.93e-11	Altered group
APOL4	22q12.3	8.52	6.54	1.18	1.73	1.97	5.79e-12	9.93e-11	Altered group
DCP2	5q22.2	10.11	9.32	0.48	0.87	0.79	5.85e-12	1.00e-10	Altered group
IL4R	16p12.1	10.71	9.14	0.93	1.03	1.57	5.91e-12	1.01e-10	Altered group
CCN4	8q24.22	7.22	5.69	0.92	1.44	1.53	6.03e-12	1.03e-10	Altered group
SLC29A3	10q22.1	8.60	7.17	0.85	1.02	1.43	6.15e-12	1.05e-10	Altered group
DPT	1q24.2	9.04	6.38	1.60	2.35	2.66	6.26e-12	1.07e-10	Altered group
SCNN1B	16p12.2-p12.1	4.97	2.60	1.42	2.31	2.36	6.39e-12	1.09e-10	Altered group
ARHGAP44	17p12	5.69	4.23	0.87	1.13	1.46	6.51e-12	1.11e-10	Altered group
UBE2L6	11q12.1	11.68	10.60	0.65	1.28	1.08	6.52e-12	1.11e-10	Altered group
MACROH2A2	10q22.1	7.27	6.06	0.71	1.82	1.21	6.57e-12	1.12e-10	Altered group
STAB1	3p21.1	11.15	9.78	0.82	1.20	1.37	6.98e-12	1.18e-10	Altered group
PKIA	8q21.13	6.34	4.62	1.04	2.17	1.72	6.98e-12	1.18e-10	Altered group
SERP1	3q25.1	11.65	11.10	0.33	0.56	0.54	7.02e-12	1.19e-10	Altered group
PBX3	9q33.3	8.71	7.81	0.54	0.94	0.90	7.12e-12	1.21e-10	Altered group
GUCY1B1	4q32.1	8.16	6.69	0.88	1.36	1.46	7.32e-12	1.24e-10	Altered group
LRRC8C	1p22.2	10.01	9.18	0.50	1.01	0.83	7.39e-12	1.25e-10	Altered group
DBH	9q34.2	4.24	1.99	1.34	1.27	2.25	7.52e-12	1.27e-10	Altered group
ZNF737	19p12	7.09	5.41	1.01	1.53	1.67	7.56e-12	1.27e-10	Altered group
SOD2	6q25.3	12.67	11.36	0.79	1.01	1.31	7.58e-12	1.28e-10	Altered group
SELP	1q24.2	7.52	4.61	1.74	2.16	2.91	7.64e-12	1.29e-10	Altered group
MGAT2	14q21.3	10.18	9.69	0.30	0.51	0.49	7.80e-12	1.31e-10	Altered group
SLC22A3	6q25.3	7.26	3.94	1.98	2.00	3.32	7.87e-12	1.32e-10	Altered group
TREML2	6p21.1	5.83	2.31	2.09	1.63	3.52	7.91e-12	1.33e-10	Altered group
EPHA1	7q34-q35	6.08	3.38	1.63	2.14	2.70	7.97e-12	1.34e-10	Altered group
HNMT	2q22.1	9.35	8.44	0.55	1.14	0.91	8.04e-12	1.35e-10	Altered group
CLEC17A	19p13.12	5.78	1.84	2.33	1.63	3.93	8.23e-12	1.38e-10	Altered group
CALHM5	6q22.1	6.36	5.00	0.83	1.30	1.36	8.43e-12	1.41e-10	Altered group
HAAO	2p21	6.93	5.15	1.08	1.71	1.78	8.75e-12	1.46e-10	Altered group
NSMCE4A	10q26.13	8.85	8.09	0.46	0.65	0.75	8.84e-12	1.48e-10	Altered group
WNT5B	12p13.33	6.57	5.03	0.93	1.61	1.53	8.89e-12	1.48e-10	Altered group
PLD4	14q32.33	7.82	4.81	1.81	2.04	3.01	8.95e-12	1.49e-10	Altered group
ARMH3	10q24.32	9.42	9.02	0.25	0.44	0.41	9.03e-12	1.50e-10	Altered group
CEACAM4	19q13.2	3.72	1.88	1.10	1.22	1.84	9.19e-12	1.53e-10	Altered group
IGFLR1	19q13.12	9.40	7.81	0.96	1.13	1.59	9.20e-12	1.53e-10	Altered group
CD83	6p23	10.32	9.11	0.73	0.96	1.21	9.28e-12	1.54e-10	Altered group
MAFB	20q12	10.70	9.28	0.86	1.22	1.42	9.46e-12	1.57e-10	Altered group
SLC15A2	3q13.33	6.18	4.24	1.18	1.75	1.94	9.47e-12	1.57e-10	Altered group
PDGFRA	4q12	9.55	7.80	1.07	1.73	1.76	9.59e-12	1.59e-10	Altered group
ALPK2	18q21.31-q21.32	6.79	3.99	1.68	1.64	2.80	9.71e-12	1.60e-10	Altered group
ZNF486	19p12	4.76	3.42	0.82	1.54	1.34	9.71e-12	1.60e-10	Altered group
CNR2	1p36.11	5.42	1.52	2.32	1.62	3.90	9.72e-12	1.60e-10	Altered group
IFIH1	2q24.2	10.16	8.80	0.83	1.42	1.36	1.01e-11	1.67e-10	Altered group
PTGIR	19q13.32	6.26	4.73	0.93	1.22	1.53	1.03e-11	1.70e-10	Altered group
LMBRD1	6q13	9.91	9.26	0.40	0.80	0.65	1.05e-11	1.72e-10	Altered group
KCNN3	1q21.3	6.72	4.27	1.48	1.56	2.45	1.06e-11	1.74e-10	Altered group
OLFML1	11p15.4	7.93	6.15	1.08	1.34	1.78	1.06e-11	1.75e-10	Altered group
FUT7	9q34.3	6.16	3.42	1.66	1.68	2.75	1.07e-11	1.75e-10	Altered group
CSTA	3q21.1	7.42	5.75	1.01	2.37	1.67	1.09e-11	1.79e-10	Altered group
PLCH2	1p36.32	6.91	4.07	1.72	1.91	2.84	1.11e-11	1.82e-10	Altered group
ISCU	12q23.3	10.84	10.28	0.34	0.50	0.56	1.12e-11	1.83e-10	Altered group
STYK1	12p13.2	3.57	1.90	1.02	1.29	1.67	1.15e-11	1.87e-10	Altered group
MEFV	16p13.3	4.62	3.16	0.89	1.34	1.46	1.16e-11	1.89e-10	Altered group
TCL1A	14q32.13	7.90	3.21	2.83	2.58	4.69	1.17e-11	1.91e-10	Altered group
ZHX2	8q24.13	9.73	8.49	0.76	1.11	1.24	1.17e-11	1.91e-10	Altered group
MAP3K14	17q21.31	10.00	8.81	0.72	0.75	1.19	1.19e-11	1.94e-10	Altered group
DIAPH1	5q31.3	11.98	11.43	0.34	0.57	0.55	1.20e-11	1.96e-10	Altered group
MAN2A1	5q21.3	8.99	7.97	0.63	1.15	1.02	1.24e-11	2.01e-10	Altered group
CD300C	17q25.1	6.46	4.60	1.14	1.48	1.86	1.25e-11	2.03e-10	Altered group
ADPGK	15q24.1	10.62	10.16	0.28	0.47	0.46	1.30e-11	2.11e-10	Altered group
PALM2AKAP2	9q31.3	10.24	9.17	0.66	1.18	1.07	1.33e-11	2.16e-10	Altered group
PPP1R18	6p21.33	12.40	11.60	0.49	0.78	0.80	1.38e-11	2.23e-10	Altered group
ZNF626	19p12	6.47	5.00	0.90	1.71	1.47	1.38e-11	2.24e-10	Altered group
FUCA1	1p36.11	11.24	9.68	0.95	0.98	1.56	1.38e-11	2.24e-10	Altered group
NKAPP1	Xq24	4.40	2.97	0.88	1.69	1.43	1.38e-11	2.24e-10	Altered group
IL1B	2q14.1	6.87	5.07	1.11	2.17	1.80	1.41e-11	2.27e-10	Altered group
INPP4A	2q11.2	10.00	9.34	0.40	0.53	0.66	1.42e-11	2.29e-10	Altered group
CALCOCO2	17q21.32	10.95	10.42	0.33	0.55	0.53	1.42e-11	2.29e-10	Altered group
KSR1	17q11.2	8.86	7.86	0.62	0.99	1.00	1.43e-11	2.30e-10	Altered group
MYD88	3p22.2	10.86	10.29	0.35	0.62	0.57	1.44e-11	2.32e-10	Altered group
DNASE1L3	3p14.3	7.18	3.33	2.34	2.14	3.85	1.46e-11	2.34e-10	Altered group
IFI30	19p13.11	13.23	11.41	1.12	1.51	1.82	1.47e-11	2.36e-10	Altered group
CCDC32	15q15.1	9.01	8.40	0.38	0.57	0.61	1.49e-11	2.40e-10	Altered group
ATG16L2	11q13.4	8.82	7.21	0.98	0.97	1.61	1.58e-11	2.53e-10	Altered group
KEL	7q34	6.39	3.52	1.76	1.89	2.87	1.62e-11	2.59e-10	Altered group
TNFSF13	17p13.1	9.89	8.71	0.73	1.09	1.17	1.63e-11	2.60e-10	Altered group
PRR29	17q23.3	5.26	3.75	0.93	1.15	1.51	1.66e-11	2.65e-10	Altered group
ACSM5	16p12.3	4.92	3.02	1.18	1.70	1.90	1.66e-11	2.65e-10	Altered group
NCR1	19q13.42	3.19	1.31	1.15	1.33	1.87	1.68e-11	2.68e-10	Altered group
RIPOR3	20q13.13	5.93	3.56	1.45	1.53	2.37	1.71e-11	2.72e-10	Altered group
ADGRE4P	19p13.2	4.33	1.92	1.47	1.29	2.41	1.71e-11	2.72e-10	Altered group
LIMD2	17q23.3	11.59	10.06	0.95	1.25	1.53	1.71e-11	2.72e-10	Altered group
FCHO2	5q13.2	9.21	8.30	0.56	1.06	0.90	1.74e-11	2.77e-10	Altered group
MGAT3	22q13.1	7.78	6.10	1.04	1.74	1.68	1.75e-11	2.77e-10	Altered group
IL10RB	21q22.11	9.99	9.39	0.37	0.52	0.59	1.78e-11	2.83e-10	Altered group
GOLGA2P5	12q23.1	6.29	4.39	1.18	1.36	1.90	1.83e-11	2.90e-10	Altered group
TYROBP	19q13.12	11.33	9.45	1.16	1.45	1.88	1.86e-11	2.94e-10	Altered group
FPR1	19q13.41	7.65	6.00	1.03	1.71	1.65	1.87e-11	2.96e-10	Altered group
CNN2	19p13.3	12.14	10.91	0.76	1.17	1.23	1.89e-11	2.98e-10	Altered group
ERP27	12p12.3	5.51	3.84	1.04	2.08	1.68	1.91e-11	3.01e-10	Altered group
RIMBP3	22q11.21	6.62	5.30	0.82	1.36	1.32	1.96e-11	3.08e-10	Altered group
ABI1	10p12.1	10.69	10.10	0.37	0.68	0.59	1.98e-11	3.11e-10	Altered group
KLHL3	5q31.2	7.08	5.68	0.87	1.26	1.40	2.04e-11	3.20e-10	Altered group
PTBP3	9q32	11.02	10.25	0.48	0.75	0.77	2.12e-11	3.33e-10	Altered group
ACTR3	2q14.1	12.51	11.84	0.42	0.61	0.68	2.14e-11	3.35e-10	Altered group
HAPLN3	15q26.1	10.11	8.73	0.86	1.23	1.38	2.16e-11	3.38e-10	Altered group
S100Z	5q13.3	2.37	0.74	1.00	0.70	1.63	2.21e-11	3.46e-10	Altered group
NT5C2	10q24.32-q24.33	10.23	9.80	0.27	0.58	0.43	2.24e-11	3.50e-10	Altered group
ACTR2	2p14	12.99	12.35	0.40	0.57	0.64	2.24e-11	3.50e-10	Altered group
TGFB1	19q13.2	11.30	10.09	0.76	1.17	1.22	2.32e-11	3.63e-10	Altered group
CARD6	5p13.1	8.43	7.47	0.60	1.18	0.96	2.33e-11	3.63e-10	Altered group
SERPINF2	17p13.3	6.99	5.12	1.16	1.29	1.87	2.36e-11	3.68e-10	Altered group
ADD2	2p13.3	5.59	3.85	1.09	2.14	1.74	2.38e-11	3.72e-10	Altered group
FCER2	19p13.2	7.45	2.57	3.01	2.52	4.87	2.39e-11	3.72e-10	Altered group
AMPD1	1p13.2	4.21	1.19	1.87	1.38	3.03	2.44e-11	3.79e-10	Altered group
CYP1B1-AS1	2p22.2	2.47	1.36	0.70	0.92	1.11	2.51e-11	3.90e-10	Altered group
NFKB1	4q24	10.79	10.15	0.41	0.58	0.64	2.70e-11	4.18e-10	Altered group
ADAM8	10q26.3	9.38	7.37	1.26	1.58	2.01	2.75e-11	4.26e-10	Altered group
RUNX1	21q22.12	10.54	9.60	0.59	1.24	0.94	2.78e-11	4.31e-10	Altered group
SLC12A6	15q14	9.47	8.54	0.59	0.79	0.93	2.82e-11	4.36e-10	Altered group
EDEM1	3p26.1	11.38	10.65	0.46	0.83	0.73	2.88e-11	4.45e-10	Altered group
CEP120	5q23.2	9.12	8.13	0.62	0.99	0.98	2.88e-11	4.45e-10	Altered group
CBLN3	14q12	6.84	5.58	0.79	0.94	1.26	2.94e-11	4.53e-10	Altered group
DPEP1	16q24.3	4.95	2.56	1.50	1.91	2.39	2.98e-11	4.58e-10	Altered group
CDH23	10q22.1	5.87	3.82	1.28	1.39	2.04	3.05e-11	4.69e-10	Altered group
FLT3LG	19q13.33	8.11	6.12	1.25	1.37	1.99	3.07e-11	4.72e-10	Altered group
CMPK2	2p25.2	7.86	6.58	0.80	1.65	1.27	3.08e-11	4.73e-10	Altered group
IL4I1	19q13.33	9.72	7.55	1.37	1.73	2.17	3.17e-11	4.86e-10	Altered group
GMIP	19p13.11	10.27	8.89	0.87	0.78	1.38	3.21e-11	4.91e-10	Altered group
CARNS1	11q13.2	5.69	3.85	1.16	1.26	1.84	3.22e-11	4.92e-10	Altered group
MAP3K14-AS1	17q21.31	4.16	2.97	0.75	1.13	1.19	3.23e-11	4.94e-10	Altered group
FAM226B	Xq13.1	2.58	0.53	1.27	0.75	2.05	3.24e-11	4.95e-10	Altered group
MSL2	3q22.3	9.99	9.26	0.46	0.54	0.73	3.26e-11	4.98e-10	Altered group
KLRC1	12p13	4.56	2.03	1.59	1.65	2.53	3.28e-11	5.01e-10	Altered group
SMARCA2	9p24.3	11.15	10.36	0.50	0.83	0.79	3.35e-11	5.10e-10	Altered group
TMEM123	11q22.2	11.89	10.95	0.60	1.12	0.94	3.35e-11	5.11e-10	Altered group
PRKAG2	7q36.1	8.44	7.53	0.58	1.10	0.92	3.39e-11	5.16e-10	Altered group
GYPE	4q31.21	4.61	2.86	1.12	1.77	1.76	3.44e-11	5.23e-10	Altered group
DMRT3	9p24.3	4.79	2.91	1.19	1.21	1.89	3.44e-11	5.23e-10	Altered group
CR1L	1q32.2	3.46	1.33	1.34	1.42	2.12	3.55e-11	5.38e-10	Altered group
ATXN1	6p22.3	10.17	9.59	0.37	0.71	0.58	3.56e-11	5.40e-10	Altered group
LILRB3	19q13.42	7.91	6.09	1.15	1.47	1.81	3.58e-11	5.43e-10	Altered group
F5	1q24.2	7.20	5.43	1.10	2.80	1.77	3.65e-11	5.53e-10	Altered group
PROC	2q14.3	3.24	1.56	1.06	1.21	1.68	3.70e-11	5.61e-10	Altered group
CDV3	3q22.1	12.22	11.70	0.33	0.43	0.53	3.76e-11	5.69e-10	Altered group
ATG4A	Xq22.3	8.30	7.74	0.36	0.65	0.56	3.78e-11	5.71e-10	Altered group
JSRP1	19p13.3	6.11	2.77	2.11	2.23	3.34	3.96e-11	5.98e-10	Altered group
MIS18BP1	14q21.2	9.14	8.23	0.58	1.08	0.91	4.00e-11	6.04e-10	Altered group
ANXA6	5q33.1	12.46	11.69	0.49	1.02	0.77	4.07e-11	6.13e-10	Altered group
TSPAN2	1p13.2	5.27	3.39	1.20	1.53	1.88	4.12e-11	6.21e-10	Altered group
SLC17A9	20q13.33	8.41	6.60	1.15	2.22	1.81	4.14e-11	6.23e-10	Altered group
NUP210	3p25.1	11.37	10.18	0.75	1.78	1.18	4.16e-11	6.25e-10	Altered group
EXOC3L4	14q32.32	5.54	2.26	2.07	1.79	3.28	4.16e-11	6.25e-10	Altered group
CISH	3p21.2	8.27	7.28	0.64	0.89	0.99	4.22e-11	6.32e-10	Altered group
ZFPM2	8q23	6.20	4.32	1.20	1.53	1.88	4.24e-11	6.35e-10	Altered group
TSPOAP1	17q22	7.86	5.73	1.36	2.15	2.13	4.38e-11	6.55e-10	Altered group
DDX60	4q32.3	9.90	8.67	0.79	1.58	1.23	4.40e-11	6.59e-10	Altered group
CDH11	16q21	9.92	8.09	1.17	1.69	1.83	4.45e-11	6.65e-10	Altered group
HERPUD1	16q13	11.94	11.02	0.58	0.65	0.92	4.59e-11	6.85e-10	Altered group
