Gene	Cytoband	Altered group	Unaltered group	Altered group	Unaltered group	Log Ratio	p-Value	q-Value	Higher expression in
SLC7A3	Xq13.1	4.32	3.86	2.15	1.81	0.46	0.103	0.162	Altered group
ZNF165	6p22.1	4.42	4.28	0.67	0.51	0.14	0.103	0.162	Altered group
PRAME	22q11.22	1.12	0.71	1.97	1.33	0.41	0.103	0.162	Altered group
SLC2A7	1p36.23	0.10	0.04	0.30	0.16	0.06	0.104	0.162	Altered group
EFCAB7	1p31.3	7.76	7.65	0.50	0.48	0.11	0.104	0.162	Altered group
KLRG2	7q34	0.35	0.25	0.47	0.42	0.10	0.104	0.162	Altered group
H2AC12	6p22.1	0.33	0.24	0.42	0.46	0.09	0.104	0.162	Altered group
POU4F1	13q31.1	3.76	3.33	1.98	2.17	0.43	0.104	0.162	Altered group
ENTHD1	22q13.1	0.71	0.50	1.01	0.67	0.21	0.104	0.163	Altered group
CDC14C	7p12.3	4.12	3.94	0.85	0.86	0.18	0.104	0.163	Altered group
CASQ2	1p13.1	4.17	3.89	1.30	1.40	0.28	0.104	0.163	Altered group
EFNA1	1q22	8.91	8.72	0.91	0.77	0.19	0.104	0.163	Altered group
THAP6	4q21.1	7.68	7.60	0.35	0.41	0.08	0.104	0.163	Altered group
CST2	20p11.21	0.23	0.08	0.75	0.32	0.15	0.104	0.163	Altered group
ENOSF1	18p11.32	6.93	6.69	1.10	1.14	0.24	0.104	0.163	Altered group
OR56B4	11p15.4	0.33	0.24	0.42	0.34	0.09	0.104	0.163	Altered group
TMEM190	19q13.42	0.52	0.22	1.48	0.60	0.30	0.104	0.163	Altered group
GOLGA8IP	15q11.2	1.66	1.48	0.84	0.83	0.18	0.105	0.164	Altered group
NEO1	15q24.1	11.44	11.32	0.55	0.48	0.12	0.105	0.164	Altered group
SHOC1	9q31.3	1.02	0.89	0.59	0.62	0.13	0.105	0.165	Altered group
ETV3	1q23.1	7.01	6.83	0.82	1.01	0.18	0.106	0.165	Altered group
ZNF331	19q13.42	8.84	8.72	0.52	0.85	0.12	0.106	0.165	Altered group
SERPINA9	14q32.13	0.16	0.08	0.43	0.24	0.09	0.106	0.165	Altered group
HSBP1	16q23.3	11.73	11.66	0.33	0.32	0.07	0.106	0.165	Altered group
MCCC2	5q13.2	10.45	10.37	0.38	0.41	0.08	0.106	0.165	Altered group
CCL3L3	17q12	4.24	3.73	2.41	2.13	0.51	0.106	0.165	Altered group
PIEZO2	18p11.22-p11.21	6.66	6.27	1.83	1.74	0.39	0.106	0.166	Altered group
UACA	15q23	8.84	8.70	0.66	0.69	0.14	0.106	0.166	Altered group
SLC7A9	19q13.11	2.42	2.21	0.94	1.11	0.21	0.106	0.166	Altered group
TAS2R41	7q35	0.04	0.01	0.15	0.07	0.03	0.106	0.166	Altered group
SMIM15	5q12.1	9.72	9.62	0.49	0.39	0.10	0.106	0.166	Altered group
C12ORF4	12p13.32	8.82	8.75	0.32	0.47	0.07	0.106	0.166	Altered group
YTHDF3	8q12.3	10.40	10.33	0.33	0.32	0.07	0.106	0.166	Altered group
NDST1	5q33.1	12.18	12.09	0.42	0.38	0.09	0.107	0.167	Altered group
KCNJ13	2q37.1	1.78	1.47	1.49	1.17	0.31	0.107	0.167	Altered group
CPEB2	4p15.32	9.32	9.14	0.85	0.74	0.18	0.107	0.167	Altered group
USP9X	Xp11.4	11.71	11.62	0.41	0.37	0.09	0.107	0.167	Altered group
FRMD6	14q22.1	8.72	8.57	0.72	0.63	0.15	0.107	0.167	Altered group
TMX3	18q22.1	10.02	9.94	0.38	0.37	0.08	0.107	0.167	Altered group
LRRC37A3	17q24.1	7.69	7.57	0.56	0.61	0.12	0.107	0.167	Altered group
ABHD13	13q33.3	8.47	8.39	0.39	0.43	0.08	0.107	0.167	Altered group
ZNF252P	8q24.3	9.48	9.38	0.44	0.44	0.09	0.107	0.167	Altered group
IL33	9p24.1	9.48	9.25	1.04	1.19	0.23	0.107	0.167	Altered group
SELL	1q24.2	9.81	9.42	1.76	2.36	0.39	0.107	0.167	Altered group
EEF1AKMT1	13q12.11	6.69	6.48	0.96	1.24	0.21	0.107	0.167	Altered group
ARMCX6	Xq22.1	8.13	8.05	0.37	0.45	0.08	0.107	0.167	Altered group
SIRPA	20p13	12.39	12.29	0.44	0.67	0.10	0.107	0.167	Altered group
COA7	1p32.3	7.60	7.50	0.44	0.59	0.10	0.108	0.167	Altered group
CTHRC1	8q22.3	4.85	4.46	1.89	1.47	0.39	0.108	0.168	Altered group
ERICH1	8p23.3	7.95	7.87	0.35	0.32	0.07	0.108	0.168	Altered group
TMEM187	Xq28	7.92	7.82	0.45	0.53	0.10	0.108	0.168	Altered group
TF	3q22.1	12.53	12.24	1.30	1.60	0.28	0.108	0.168	Altered group
SLC15A2	3q13.33	10.82	10.56	1.23	1.33	0.26	0.108	0.168	Altered group
DOK5	20q13.2	8.98	8.80	0.83	0.97	0.18	0.108	0.168	Altered group
AKR1E2	10p15.1	2.28	2.05	1.13	0.92	0.24	0.108	0.168	Altered group
NUP153	6p22.3	10.01	9.92	0.44	0.45	0.09	0.108	0.168	Altered group
HMMR	5q34	5.33	5.03	1.41	1.58	0.30	0.108	0.168	Altered group
CSGALNACT2	10q11.21	9.04	8.94	0.50	0.50	0.11	0.108	0.168	Altered group
RNF7	3q23	9.68	9.62	0.30	0.30	0.06	0.109	0.169	Altered group
ZNF302	19q13.11	10.12	10.04	0.34	0.51	0.08	0.109	0.170	Altered group
CRP	1q23.2	0.24	0.09	0.74	0.37	0.15	0.109	0.170	Altered group
PTCD2	5q13.2	7.31	7.23	0.39	0.37	0.08	0.109	0.170	Altered group
SNAPC1	14q23.2	7.70	7.61	0.45	0.48	0.10	0.109	0.170	Altered group
NGLY1	3p24.2	8.87	8.81	0.29	0.29	0.06	0.110	0.170	Altered group
PCP2	19p13.2	0.68	0.53	0.73	0.55	0.15	0.110	0.170	Altered group
KRIT1	7q21.2	9.59	9.50	0.44	0.42	0.09	0.110	0.170	Altered group
SMOX	20p13	11.34	11.20	0.66	0.80	0.14	0.110	0.170	Altered group
ADAMTS18	16q23.1	3.06	2.57	2.37	2.12	0.50	0.110	0.170	Altered group
HEY2	6q22.31	9.14	8.92	1.06	1.01	0.22	0.110	0.170	Altered group
CALML4	15q23	8.08	8.00	0.42	0.43	0.09	0.110	0.171	Altered group
NIPBL	5p13.2	10.66	10.58	0.36	0.43	0.08	0.110	0.171	Altered group
MXRA7	17q25.1	10.93	10.78	0.73	0.59	0.15	0.110	0.171	Altered group
ZBTB2	6q25.1	8.36	8.28	0.37	0.37	0.08	0.110	0.171	Altered group
RHOF	12q24.31	5.24	5.02	0.99	1.38	0.22	0.110	0.171	Altered group
ZNF107	7q11.21	8.42	8.27	0.72	0.68	0.15	0.110	0.171	Altered group
NUSAP1	15q14	7.80	7.50	1.41	1.75	0.31	0.110	0.171	Altered group
LIPT1	2q11.2	6.81	6.74	0.33	0.40	0.07	0.111	0.172	Altered group
A1BG	19q13.43	6.48	6.25	1.08	1.12	0.23	0.111	0.172	Altered group
MAP3K5	6q23.3	10.67	10.50	0.81	0.76	0.17	0.111	0.172	Altered group
KIAA0895	7p14.2	7.49	7.32	0.83	0.70	0.17	0.111	0.172	Altered group
PIAS3	1q21.1	9.44	9.38	0.28	0.29	0.06	0.111	0.172	Altered group
BCL6	3q27.3	11.33	11.21	0.59	0.68	0.13	0.111	0.172	Altered group
USF3	3q13.2	8.98	8.87	0.50	0.46	0.10	0.111	0.172	Altered group
AASS	7q31.32	10.20	10.09	0.46	0.74	0.11	0.111	0.172	Altered group
TYR	11q14.3	0.34	0.16	0.86	0.52	0.17	0.111	0.172	Altered group
CDCA7L	7p15.3	8.47	8.23	1.13	1.20	0.24	0.111	0.173	Altered group
MT2A	16q13	12.47	12.27	0.93	1.13	0.20	0.112	0.173	Altered group
NUP214	9q34.13	10.62	10.56	0.30	0.37	0.07	0.112	0.173	Altered group
FLOT2	17q11.2	11.13	11.05	0.38	0.37	0.08	0.112	0.173	Altered group
SPECC1L	22q11.23	10.64	10.53	0.53	0.32	0.11	0.112	0.173	Altered group
PHYHD1	9q34.11	8.53	8.28	1.16	1.31	0.25	0.112	0.174	Altered group
ZBTB37	1q25.1	4.67	4.50	0.76	0.99	0.17	0.112	0.174	Altered group
ADAM18	8p11.22	0.04	0.01	0.13	0.09	0.03	0.112	0.174	Altered group
SCRG1	4q34.1	11.46	11.31	0.69	0.98	0.15	0.112	0.174	Altered group
GPR137B	1q42.3	10.47	10.33	0.65	0.60	0.14	0.112	0.174	Altered group
CTAGE9	6q23.2	1.75	1.56	0.93	0.76	0.19	0.113	0.174	Altered group
GCC2	2q12.3	9.67	9.56	0.52	0.54	0.11	0.113	0.174	Altered group
CYB5R2	11p15.4	5.90	5.46	2.12	1.98	0.44	0.113	0.174	Altered group
TATDN3	1q32.3	8.70	8.65	0.24	0.32	0.05	0.113	0.174	Altered group
LRRC71	1q23.1	1.02	0.64	1.94	0.89	0.39	0.113	0.174	Altered group
ZNF648	1q25.3	1.85	1.57	1.39	1.19	0.29	0.113	0.174	Altered group
NXNL2	9q22.1	1.81	1.56	1.20	0.99	0.25	0.113	0.175	Altered group
SKA1	18q21.1	4.60	4.29	1.48	1.61	0.31	0.113	0.175	Altered group
KCTD20	6p21.31	11.11	10.96	0.73	0.62	0.15	0.113	0.175	Altered group
TUBB4B	9q34.3	11.82	11.65	0.82	0.59	0.17	0.113	0.175	Altered group
SLCO1B7	12p12.2	0.20	0.12	0.39	0.36	0.08	0.113	0.175	Altered group
OR6F1	1q44	0.05	0.01	0.20	0.07	0.04	0.113	0.175	Altered group
NDUFAF6	8q22.1	7.75	7.64	0.47	0.74	0.11	0.114	0.175	Altered group
OSGIN2	8q21.3	10.76	10.58	0.86	0.83	0.18	0.114	0.176	Altered group
RETN	19p13.2	0.33	0.20	0.63	0.55	0.13	0.114	0.176	Altered group
FLJ44635	Xq13.1	3.97	3.74	1.09	0.91	0.22	0.114	0.176	Altered group
ANK2	4q25-q26	12.56	12.44	0.54	0.80	0.12	0.114	0.176	Altered group
CCDC140	2q36.1	0.44	0.22	1.08	0.76	0.22	0.114	0.176	Altered group
NMB	15q25.2	10.73	10.43	1.39	1.79	0.30	0.114	0.176	Altered group
KLHDC8B	3p21.31	9.07	8.97	0.48	0.55	0.10	0.114	0.176	Altered group
SPAG16	2q34	9.63	9.51	0.62	0.46	0.13	0.114	0.176	Altered group
ELOVL5	6p12.1	11.55	11.45	0.46	0.47	0.10	0.114	0.176	Altered group
COL28A1	7p21.3	6.47	5.96	2.49	2.22	0.51	0.115	0.177	Altered group
CFAP74	1p36.33	4.08	3.76	1.55	1.44	0.32	0.115	0.177	Altered group
SLC35A5	3q13.2	10.24	10.15	0.42	0.45	0.09	0.115	0.177	Altered group
LINC00626	1q24.2	0.34	0.21	0.65	0.37	0.13	0.115	0.177	Altered group
TDO2	4q32.1	3.00	2.66	1.64	1.50	0.34	0.115	0.177	Altered group
ZFYVE1	14q24.2	9.68	9.60	0.35	0.34	0.07	0.116	0.178	Altered group
PRAMEF11	1p36.21	0.07	0.03	0.20	0.13	0.04	0.116	0.178	Altered group
EMC2	8q23.1	9.90	9.80	0.49	0.47	0.10	0.116	0.178	Altered group
DSN1	20q11.23	7.65	7.53	0.53	0.71	0.12	0.116	0.178	Altered group
SRD5A3	4q12	7.81	7.67	0.68	0.58	0.14	0.116	0.178	Altered group
ZNF71	19q13.4	7.55	7.47	0.36	0.47	0.08	0.116	0.178	Altered group
C1ORF53	1q31.3	4.65	4.45	0.99	0.93	0.20	0.116	0.178	Altered group
RFPL4B	6q21	1.96	1.68	1.36	1.05	0.28	0.116	0.178	Altered group
IMMP2L	7q31.1	6.81	6.71	0.45	0.56	0.10	0.116	0.178	Altered group
TAS1R3	1p36.33	3.21	3.07	0.69	0.76	0.15	0.116	0.178	Altered group
USP14	18p11.32	9.92	9.85	0.31	0.40	0.07	0.116	0.178	Altered group
C2CD4D-AS1	1q21.3	1.85	1.56	1.42	1.26	0.29	0.116	0.178	Altered group
PSG2	19q13.31	0.06	0.01	0.22	0.08	0.04	0.116	0.178	Altered group
MYOT	5q31.2	5.86	5.55	1.50	1.50	0.31	0.116	0.179	Altered group
TNFRSF18	1p36.33	2.33	2.05	1.40	1.19	0.28	0.116	0.179	Altered group
SLC14A1	18q12.3	9.51	8.89	3.04	2.64	0.62	0.117	0.179	Altered group
ZNF655	7q22.1	10.19	10.12	0.36	0.39	0.08	0.117	0.180	Altered group
CFAP69	7q21.13	5.48	5.25	1.13	0.93	0.23	0.117	0.180	Altered group
AP2S1	19q13.32	9.84	9.74	0.46	0.60	0.10	0.117	0.180	Altered group
UBALD2	17q25.1	9.80	9.67	0.63	0.67	0.13	0.118	0.180	Altered group
CCDC34	11p14.1	7.59	7.46	0.60	0.67	0.13	0.118	0.180	Altered group
UBL4B	1p13.3	3.31	3.08	1.16	1.04	0.24	0.118	0.181	Altered group
TMX4	20p12.3	9.92	9.81	0.53	0.55	0.11	0.118	0.181	Altered group
GRHL3	1p36.11	6.99	6.64	1.67	1.76	0.35	0.118	0.181	Altered group
SYPL2	1p13.3	5.55	5.30	1.18	1.26	0.24	0.118	0.181	Altered group
SNRPC	6p21.31	9.81	9.72	0.45	0.44	0.09	0.118	0.181	Altered group
PAX8	2q14.1	4.37	3.97	1.96	1.83	0.40	0.118	0.181	Altered group
GCNT3	15q22.2	0.51	0.38	0.66	0.53	0.13	0.118	0.181	Altered group
CNTLN	9p22.2	7.68	7.59	0.42	0.64	0.09	0.119	0.182	Altered group
ATOX1	5q33.1	9.57	9.46	0.54	0.52	0.11	0.119	0.182	Altered group
CCDC33	15q24.1	1.47	1.01	2.34	1.18	0.46	0.119	0.182	Altered group
TUBB8	10p15.3	2.37	2.19	0.84	0.86	0.17	0.119	0.182	Altered group
GNA12	7p22.3-p22.2	12.11	12.00	0.53	0.48	0.11	0.119	0.182	Altered group
MRPS18C	4q21.23	8.21	8.14	0.33	0.33	0.07	0.119	0.183	Altered group
TYW1	7q11.21	8.85	8.77	0.38	0.31	0.08	0.119	0.183	Altered group
PLEKHA3	2q31.2	8.31	8.25	0.30	0.28	0.06	0.119	0.183	Altered group
E2F2	1p36.12	5.60	5.27	1.57	1.85	0.33	0.119	0.183	Altered group
TVP23C	17p12	7.05	6.95	0.49	0.47	0.10	0.119	0.183	Altered group
ODF2	9q34.11	9.47	9.38	0.42	0.48	0.09	0.120	0.183	Altered group
PIR	Xp22.2	7.44	7.17	1.35	1.22	0.28	0.120	0.183	Altered group
SHROOM4	Xp11.22	8.63	8.44	0.93	0.80	0.19	0.120	0.183	Altered group
UBE2L3	22q11.21	11.10	11.04	0.31	0.27	0.06	0.120	0.184	Altered group
CFAP97	4q35.1	10.04	9.93	0.54	0.51	0.11	0.120	0.184	Altered group
GCSAML	1q44	0.81	0.63	0.94	0.78	0.19	0.120	0.184	Altered group
OR13C2	9q31.1	0.15	0.09	0.25	0.24	0.05	0.120	0.184	Altered group
TM4SF18	3q25.1	6.11	5.94	0.82	1.00	0.17	0.120	0.184	Altered group
RDM1	17q12	1.57	1.31	1.26	1.21	0.26	0.120	0.184	Altered group
INTS13	12p11.23	8.80	8.73	0.32	0.46	0.07	0.121	0.184	Altered group
AQP3	9p13.3	4.60	4.32	1.34	1.57	0.28	0.121	0.184	Altered group
DRAXIN	1p36.22	5.07	4.77	1.47	1.48	0.30	0.121	0.184	Altered group
MARCHF7	2q24.2	10.25	10.20	0.24	0.31	0.05	0.121	0.185	Altered group
EDIL3	5q14.3	9.16	8.81	1.71	1.78	0.35	0.121	0.185	Altered group
NLRP9	19q13.42	1.66	1.47	0.96	0.81	0.19	0.121	0.185	Altered group
STARD8	Xq13.1	8.31	8.17	0.68	0.65	0.14	0.121	0.185	Altered group
ATXN7L1	7q22.3	7.45	7.34	0.48	0.62	0.10	0.122	0.186	Altered group
IFFO1	12p13.31	9.64	9.53	0.50	0.47	0.10	0.122	0.186	Altered group
PPP4R3B	2p16.1	10.82	10.75	0.37	0.38	0.07	0.122	0.186	Altered group
BLOC1S1	12q13.2	10.38	10.27	0.52	0.68	0.11	0.122	0.186	Altered group
HPN-AS1	19q13.11-q13.12	2.29	1.92	1.84	1.59	0.37	0.122	0.186	Altered group
MTNR1B	11q14.3	0.43	0.30	0.64	0.51	0.13	0.122	0.186	Altered group
VMAC	19p13.3	6.05	5.96	0.43	0.53	0.09	0.122	0.186	Altered group
LINC00597	15q23-q24	0.40	0.31	0.45	0.41	0.09	0.122	0.186	Altered group
CCDC83	11q14.1-q14.2	0.13	0.07	0.32	0.19	0.06	0.122	0.186	Altered group
HOXB9	17q21.32	0.72	0.49	1.16	1.08	0.23	0.122	0.186	Altered group
PHF3	6q12	10.77	10.68	0.46	0.44	0.09	0.122	0.186	Altered group
DHX29	5q11.2	9.48	9.43	0.25	0.27	0.05	0.122	0.186	Altered group
LDLRAD3	11p13	10.16	9.99	0.82	0.89	0.17	0.122	0.186	Altered group
TAOK1	17q11.2	9.20	8.93	1.26	1.46	0.26	0.123	0.187	Altered group
ARL9	4q12	1.85	1.53	1.60	1.49	0.32	0.123	0.187	Altered group
MYL9	20q11.23	8.78	8.59	0.94	1.05	0.19	0.123	0.187	Altered group
CLCNKB	1p36.13	1.07	0.84	1.12	0.79	0.22	0.123	0.187	Altered group
LTB4R2	14q12	5.04	4.90	0.66	0.67	0.13	0.123	0.187	Altered group
CCNJL	5q33.3	5.71	5.51	0.95	1.04	0.20	0.123	0.188	Altered group
RPS8	1p34.1	13.44	13.29	0.71	0.69	0.14	0.123	0.188	Altered group
TARDBP	1p36.22	11.66	11.62	0.16	0.24	0.04	0.123	0.188	Altered group
PARPBP	12q23.2	5.03	4.85	0.85	0.98	0.18	0.124	0.188	Altered group
CEP85	1p36.11	7.94	7.83	0.54	0.66	0.11	0.124	0.188	Altered group
LIPF	10q23.31	0.45	0.18	1.35	0.73	0.26	0.124	0.188	Altered group
CXCL8	4q13.3	4.71	4.28	2.12	2.12	0.43	0.124	0.188	Altered group
OR52H1	11p15.4	0.07	0.03	0.19	0.12	0.04	0.124	0.188	Altered group
CPN2	3q29	0.31	0.19	0.57	0.45	0.11	0.124	0.188	Altered group
FCHO2	5q13.2	9.09	9.00	0.47	0.47	0.10	0.124	0.189	Altered group
ANKRD65	1p36.33	6.88	6.60	1.36	1.30	0.28	0.124	0.189	Altered group
FAM78B	1q24.1	5.39	5.16	1.16	0.97	0.23	0.124	0.189	Altered group
LINC01465	12q14.1	3.25	3.11	0.73	0.67	0.15	0.125	0.189	Altered group
MRPS10	6p21.1	9.32	9.27	0.28	0.25	0.06	0.125	0.190	Altered group
RNF32	7q36.3	5.54	5.31	1.11	1.05	0.22	0.125	0.190	Altered group
UGT1A6	2q37.1	0.39	0.24	0.75	0.61	0.15	0.125	0.190	Altered group
TXNL4B	16q22.2	8.53	8.44	0.44	0.51	0.09	0.125	0.190	Altered group
PGRMC2	4q28.2	9.85	9.79	0.28	0.34	0.06	0.126	0.191	Altered group
PICSAR	21q22.3	0.83	0.61	1.10	0.95	0.22	0.126	0.191	Altered group
ATXN1L	16q22.2	10.22	10.13	0.45	0.41	0.09	0.126	0.191	Altered group
NFASC	1q32.1	11.58	11.36	1.09	0.92	0.22	0.126	0.191	Altered group
BAZ1A	14q13.1-q13.2	8.98	8.87	0.52	0.79	0.11	0.126	0.191	Altered group
COL6A5	3q22.1	0.53	0.30	1.21	0.83	0.24	0.126	0.191	Altered group
ECSCR	5q31.2	4.99	4.74	1.25	1.38	0.26	0.126	0.192	Altered group
CMC1	3p24.1	6.51	6.42	0.47	0.42	0.09	0.126	0.192	Altered group
VGLL2	6q22.1	1.10	0.79	1.55	1.42	0.31	0.126	0.192	Altered group
ERO1A	14q22.1	8.44	8.33	0.54	0.57	0.11	0.127	0.192	Altered group
COLCA1	11q23.1	5.89	5.46	2.17	1.78	0.43	0.127	0.192	Altered group
CNOT10	3p22.3	8.77	8.70	0.33	0.30	0.07	0.127	0.192	Altered group
ANAPC10	4q31.21	6.71	6.64	0.31	0.35	0.06	0.127	0.192	Altered group
LRTOMT	11q13.4	8.83	8.69	0.73	0.50	0.14	0.127	0.192	Altered group
MFSD10	4p16.3	9.58	9.46	0.56	0.65	0.11	0.127	0.193	Altered group
EFCAB8	20q11.21	0.73	0.61	0.60	0.62	0.12	0.127	0.193	Altered group
HMGB2	4q34.1	10.21	10.08	0.62	0.78	0.13	0.127	0.193	Altered group
ZNF304	19q13.43	8.26	8.16	0.52	0.52	0.10	0.127	0.193	Altered group
ZNF180	19q13.31	7.12	7.03	0.45	0.49	0.09	0.127	0.193	Altered group
UBE2D1	10q21.1	8.45	8.38	0.35	0.33	0.07	0.128	0.193	Altered group
ACSM1	16p12.3	1.03	0.88	0.76	0.69	0.15	0.128	0.193	Altered group
TMPRSS2	21q22.3	2.95	2.65	1.51	1.41	0.30	0.128	0.193	Altered group
CCL13	17q12	0.63	0.40	1.17	0.65	0.23	0.128	0.193	Altered group
MS4A2	11q12.1	0.66	0.38	1.46	0.79	0.28	0.128	0.194	Altered group
MORF4	4q34.1	2.38	2.26	0.56	0.57	0.11	0.128	0.194	Altered group
OR2B11	1q44	0.53	0.41	0.61	0.56	0.12	0.128	0.194	Altered group
SSBP1	7q34	9.86	9.80	0.31	0.39	0.06	0.128	0.194	Altered group
SCRN1	7p14.3	12.93	12.78	0.78	0.61	0.15	0.128	0.194	Altered group
NTRK1	1q23.1	3.38	3.19	0.95	1.05	0.19	0.128	0.194	Altered group
LINC00200	10p15.3	0.18	0.10	0.39	0.47	0.08	0.128	0.194	Altered group
EGFLAM	5p13.2-p13.1	5.49	5.23	1.31	1.21	0.26	0.129	0.194	Altered group
GABPA	21q21.3	9.65	9.57	0.36	0.41	0.07	0.129	0.195	Altered group
METTL4	18p11.32	7.75	7.67	0.38	0.40	0.08	0.129	0.195	Altered group
NUP210L	1q21.3	1.09	0.83	1.29	1.02	0.25	0.129	0.195	Altered group
PRSS1	7q34	0.28	0.13	0.78	0.52	0.15	0.129	0.195	Altered group
C8ORF58	8p21.3	7.73	7.63	0.46	0.48	0.09	0.129	0.196	Altered group
MRPS12	19q13.2	8.32	8.20	0.55	0.58	0.11	0.129	0.196	Altered group
MRPL42	12q22	8.79	8.71	0.34	0.46	0.07	0.129	0.196	Altered group
SGCE	7q21.3	9.84	9.70	0.67	0.59	0.13	0.130	0.196	Altered group
KLK1	19q13.33	0.50	0.35	0.75	0.62	0.15	0.130	0.196	Altered group
CHN2	7p14.3	8.07	7.86	1.05	1.10	0.21	0.130	0.196	Altered group
SARDH	9q34.2	5.33	5.01	1.60	1.43	0.32	0.130	0.196	Altered group
SEC13	3p25.3	10.71	10.65	0.32	0.32	0.06	0.130	0.196	Altered group
KIAA0825	5q15	4.97	4.84	0.64	0.61	0.13	0.130	0.197	Altered group
OR1J2	9q33.2	0.25	0.17	0.41	0.33	0.08	0.130	0.197	Altered group
IGSF5	21q22.2	5.30	5.12	0.91	0.92	0.18	0.130	0.197	Altered group
NMD3	3q26.1	10.00	9.91	0.44	0.42	0.09	0.130	0.197	Altered group
SCNN1B	16p12.2-p12.1	1.91	1.54	1.86	1.72	0.37	0.131	0.197	Altered group
UBA6-AS1	4q13.2	8.05	7.97	0.37	0.46	0.08	0.131	0.197	Altered group
FANCD2	3p25.3	6.94	6.75	0.96	1.19	0.20	0.131	0.198	Altered group
CD1A	1q23.1	0.39	0.22	0.86	0.58	0.16	0.131	0.198	Altered group
MPC2	1q24.2	9.59	9.52	0.34	0.33	0.07	0.131	0.198	Altered group
DPP8	15q22.31	8.97	8.80	0.84	1.07	0.17	0.131	0.198	Altered group
USH2A	1q41	3.02	2.78	1.22	0.75	0.23	0.131	0.198	Altered group
NEUROG1	5q31.1	0.15	0.06	0.42	0.39	0.08	0.131	0.198	Altered group
AGTPBP1	9q21.33	9.22	9.11	0.54	0.64	0.11	0.132	0.199	Altered group
PDE3A	12p12.2	6.06	5.78	1.39	1.46	0.28	0.132	0.199	Altered group
MAT2A	2p11.2	12.81	12.70	0.56	0.50	0.11	0.132	0.199	Altered group
FAM136A	2p13.3	8.80	8.74	0.32	0.34	0.06	0.132	0.199	Altered group
ZKSCAN1	7q22.1	10.16	10.00	0.81	0.94	0.16	0.133	0.200	Altered group
IGF2BP1	17q21.32	0.40	0.26	0.72	0.59	0.14	0.133	0.200	Altered group
FAM13B	5q31.2	9.59	9.50	0.46	0.64	0.10	0.133	0.200	Altered group
ARNTL	11p15.3	8.47	8.34	0.68	0.68	0.13	0.133	0.200	Altered group
OR10J1	1q23.2	0.02	0.00	0.12	0.04	0.02	0.133	0.201	Altered group
MTERF3	8q22.1	7.92	7.86	0.32	0.39	0.07	0.133	0.201	Altered group
PIK3R3	1p34.1	9.77	9.64	0.62	0.68	0.12	0.134	0.201	Altered group
VWF	12p13.31	11.13	10.92	1.04	1.00	0.20	0.134	0.201	Altered group
POP5	12q24.31	8.60	8.51	0.44	0.50	0.09	0.134	0.201	Altered group
BEND2	Xp22.13	0.34	0.26	0.42	0.44	0.08	0.134	0.201	Altered group
NR4A2	2q22-q23	6.82	6.54	1.44	1.17	0.28	0.134	0.201	Altered group
CLBA1	14q32.33	7.89	7.78	0.55	0.56	0.11	0.134	0.201	Altered group
CALR3	19p13.11	0.34	0.23	0.53	0.37	0.10	0.134	0.201	Altered group
CLCA4	1p22.3	4.88	4.40	2.42	2.20	0.47	0.134	0.202	Altered group
PRDM16	1p36.32	7.85	7.60	1.25	1.23	0.25	0.134	0.202	Altered group
HOTAIR	12q13.13	0.92	0.58	1.72	1.62	0.34	0.134	0.202	Altered group
TPGS2	18q12.2	10.12	10.05	0.36	0.36	0.07	0.134	0.202	Altered group
SMG9	19q13.31	9.58	9.49	0.42	0.54	0.09	0.135	0.202	Altered group
DNAJC2	7q22.1	8.81	8.73	0.36	0.43	0.07	0.135	0.202	Altered group
ABCB5	7p21.1	0.35	0.21	0.75	0.46	0.14	0.135	0.202	Altered group
CPOX	3q11.2	8.60	8.47	0.67	0.57	0.13	0.135	0.202	Altered group
GRAMD1C	3q13.31	7.81	7.57	1.26	1.20	0.25	0.135	0.202	Altered group
DHRS4L1	14q11.2	3.53	3.38	0.74	0.82	0.15	0.135	0.203	Altered group
PAPSS1	4q25	11.10	11.04	0.33	0.35	0.07	0.135	0.203	Altered group
ESF1	20p12.1	9.20	9.11	0.44	0.39	0.09	0.135	0.203	Altered group
DCSTAMP	8q22.3	1.53	1.25	1.49	1.16	0.29	0.136	0.203	Altered group
DNAJB14	4q23	8.13	8.02	0.57	0.73	0.12	0.136	0.203	Altered group
SSB	2q31.1	11.00	10.95	0.26	0.25	0.05	0.136	0.204	Altered group
OCRL	Xq26.1	9.99	9.90	0.44	0.49	0.09	0.136	0.204	Altered group
IRAK1BP1	6q14.1	5.51	5.42	0.44	0.47	0.09	0.136	0.204	Altered group
VGLL4	3p25.3-p25.2	11.10	11.02	0.39	0.42	0.08	0.136	0.204	Altered group
SLCO2A1	3q22.1-q22.2	7.33	7.11	1.11	1.09	0.22	0.136	0.204	Altered group
MYL5	4p16.3	7.15	7.01	0.65	0.73	0.13	0.136	0.204	Altered group
ANKRD26P1	16q11.2	0.77	0.61	0.82	0.67	0.16	0.136	0.204	Altered group
SPEN	1p36.21-p36.13	11.50	11.40	0.48	0.57	0.10	0.136	0.204	Altered group
EBAG9	8q23.2	8.69	8.63	0.32	0.32	0.06	0.136	0.204	Altered group
NPY2R	4q32.1	3.53	3.11	2.16	1.97	0.42	0.136	0.204	Altered group
BTG4	11q23.1	0.43	0.29	0.72	0.44	0.14	0.137	0.204	Altered group
SLC41A1	1q32.1	10.89	10.79	0.52	0.45	0.10	0.137	0.204	Altered group
