Gene	Cytoband	Altered group	Unaltered group	Altered group	Unaltered group	Log Ratio	p-Value	q-Value	Higher expression in
MAOB	Xp11.3	9.03	8.00	0.95	1.43	1.03	5.67e-7	8.422e-6	Altered group
TMEM19	12q21.1	9.85	9.31	0.50	0.59	0.54	5.70e-7	8.462e-6	Altered group
BTG1	12q21.33	12.16	11.63	0.49	0.73	0.53	5.71e-7	8.478e-6	Altered group
GNG7	19p13.3	7.82	6.92	0.84	1.21	0.90	5.74e-7	8.508e-6	Altered group
GJD3	17q21.2	7.68	6.71	0.91	0.94	0.97	5.79e-7	8.578e-6	Altered group
LINC02908	9q34.3	4.32	2.95	1.29	1.29	1.37	5.84e-7	8.645e-6	Altered group
TCN2	22q12.2	10.67	9.97	0.65	0.91	0.70	5.94e-7	8.778e-6	Altered group
ZNF267	16p11.2	9.02	8.58	0.41	0.54	0.44	6.03e-7	8.909e-6	Altered group
KCNJ2	17q24.3	7.66	6.80	0.80	1.21	0.86	6.09e-7	8.979e-6	Altered group
C10ORF105	10q22.1	3.95	3.04	0.85	1.20	0.91	6.12e-7	9.029e-6	Altered group
KCNA6	12p13.32	3.46	2.45	0.94	1.35	1.01	6.13e-7	9.039e-6	Altered group
MYO9B	19p13.11	11.48	10.89	0.56	0.59	0.59	6.15e-7	9.057e-6	Altered group
MB21D2	3q29	7.46	6.78	0.62	1.04	0.67	6.18e-7	9.087e-6	Altered group
ZNF441	19p13.2	7.17	6.70	0.44	0.74	0.47	6.28e-7	9.236e-6	Altered group
PRR34	22q13.31	3.52	3.01	0.48	0.73	0.52	6.36e-7	9.335e-6	Altered group
CXCL10	4q21.1	10.18	8.53	1.56	1.78	1.65	6.50e-7	9.529e-6	Altered group
SEC14L1	17q25.2-q25.3	11.35	10.80	0.52	0.70	0.55	6.51e-7	9.533e-6	Altered group
RASL12	15q22.31	8.44	7.71	0.68	0.99	0.73	6.51e-7	9.533e-6	Altered group
MEP1A	6p12.3	3.52	2.29	1.16	1.52	1.23	6.52e-7	9.533e-6	Altered group
CDH23	10q22.1	6.73	5.61	1.05	1.44	1.12	6.52e-7	9.533e-6	Altered group
IFNG	12q15	4.82	2.98	1.73	1.81	1.84	6.52e-7	9.533e-6	Altered group
ERMN	2q24.1	4.82	3.88	0.88	1.25	0.94	6.63e-7	9.680e-6	Altered group
CCL3	17q12	8.42	7.13	1.22	1.28	1.29	6.64e-7	9.684e-6	Altered group
CACNA2D4	12p13.33	6.45	5.55	0.85	0.81	0.89	6.81e-7	9.927e-6	Altered group
PTGIR	19q13.32	7.02	6.29	0.69	0.93	0.74	6.89e-7	1.004e-5	Altered group
LILRA5	19q13.42	6.77	5.59	1.12	1.28	1.18	6.98e-7	1.015e-5	Altered group
KCNJ10	1q23.2	5.98	4.04	1.84	1.58	1.94	6.98e-7	1.015e-5	Altered group
RB1	13q14.2	10.21	9.75	0.43	0.64	0.46	7.15e-7	1.037e-5	Altered group
MORC3	21q22.12	9.60	9.27	0.31	0.45	0.33	7.15e-7	1.037e-5	Altered group
MIS18BP1	14q21.2	9.26	8.88	0.35	0.63	0.38	7.16e-7	1.037e-5	Altered group
CR1L	1q32.2	2.93	1.62	1.24	1.28	1.30	7.19e-7	1.041e-5	Altered group
ARID5A	2q11.2	9.71	8.90	0.77	0.69	0.81	7.21e-7	1.043e-5	Altered group
KLF13	15q13.3	11.36	10.78	0.54	0.76	0.58	7.23e-7	1.046e-5	Altered group
RRN3P2	16p11.2	4.69	3.68	0.96	1.00	1.01	7.29e-7	1.053e-5	Altered group
GAS6	13q34	11.50	10.67	0.78	1.04	0.83	7.33e-7	1.057e-5	Altered group
TMEM26	10q21.2	5.81	5.00	0.77	1.01	0.81	7.36e-7	1.061e-5	Altered group
EGR3	8p21.3	8.05	6.87	1.12	1.34	1.18	7.42e-7	1.069e-5	Altered group
SCN11A	3p22.2	2.73	1.94	0.74	1.11	0.79	7.46e-7	1.073e-5	Altered group
ICOSLG	21q22.3	8.36	7.72	0.61	0.78	0.64	7.54e-7	1.083e-5	Altered group
RGCC	13q14.11	10.29	9.51	0.74	0.96	0.78	7.54e-7	1.083e-5	Altered group
HERPUD1	16q13	12.28	11.59	0.66	0.66	0.70	7.64e-7	1.097e-5	Altered group
MZB1	5q31.2	10.62	8.82	1.71	1.86	1.80	7.71e-7	1.106e-5	Altered group
TMEM236	10p12.33	5.74	4.40	1.28	1.43	1.34	7.93e-7	1.137e-5	Altered group
SPARCL1	4q22.1	12.30	11.40	0.86	1.05	0.90	8.04e-7	1.152e-5	Altered group
RFTN1	3p24.3	10.67	10.17	0.46	1.04	0.50	8.06e-7	1.154e-5	Altered group
SLC25A46	5q22.1	9.31	8.91	0.37	0.62	0.39	8.15e-7	1.164e-5	Altered group
DENND2D	1p13.3-p13.2	10.00	9.55	0.43	0.60	0.45	8.25e-7	1.178e-5	Altered group
FCER2	19p13.2	5.17	3.02	2.06	1.86	2.15	8.26e-7	1.179e-5	Altered group
MYD88	3p22.2	10.95	10.55	0.38	0.52	0.40	8.28e-7	1.181e-5	Altered group
CD274	9p24.1	7.01	5.98	0.98	1.55	1.04	8.36e-7	1.190e-5	Altered group
STAR	8p11.23	3.45	2.49	0.92	1.13	0.96	8.40e-7	1.195e-5	Altered group
IL5RA	3p26.2	4.29	2.80	1.42	1.71	1.49	8.42e-7	1.197e-5	Altered group
S100B	21q22.3	8.22	6.65	1.49	1.82	1.56	8.43e-7	1.197e-5	Altered group
CEPT1	1p13.3	9.36	9.05	0.29	0.48	0.31	8.52e-7	1.208e-5	Altered group
CLIC4	1p36.11	12.24	11.77	0.44	0.71	0.47	8.83e-7	1.250e-5	Altered group
CYB5R4	6q14.2	9.07	8.52	0.53	0.67	0.55	8.97e-7	1.268e-5	Altered group
CD160	1q21.1	4.62	3.59	1.00	0.91	1.03	9.00e-7	1.271e-5	Altered group
IL9R	Xq28 and Yq12	4.30	3.10	1.15	1.14	1.20	9.17e-7	1.294e-5	Altered group
ZNF230	19q13.31	6.79	6.51	0.26	0.51	0.28	9.30e-7	1.311e-5	Altered group
SELENOP	5p12	13.13	12.11	0.97	1.18	1.01	9.35e-7	1.315e-5	Altered group
F2R	5q13.3	10.50	9.76	0.71	0.89	0.74	9.35e-7	1.315e-5	Altered group
HCP5	6p21.33	10.71	9.88	0.80	1.11	0.83	9.38e-7	1.318e-5	Altered group
CDC42SE2	5q31.1	11.38	10.91	0.45	0.54	0.47	9.38e-7	1.318e-5	Altered group
MYBPC2	19q13.33	5.39	3.47	1.85	1.79	1.92	9.62e-7	1.349e-5	Altered group
PSMB9	6p21.32	10.60	9.76	0.79	1.18	0.83	9.62e-7	1.349e-5	Altered group
NRN1	6p25.1	7.64	6.63	0.96	1.34	1.01	9.89e-7	1.385e-5	Altered group
PIP4P2	8q21.3	7.55	7.04	0.48	0.88	0.51	9.91e-7	1.385e-5	Altered group
ZMAT3	3q26.32	7.01	6.49	0.50	0.79	0.53	9.94e-7	1.388e-5	Altered group
XPNPEP2	Xq26.1	4.58	3.34	1.19	1.38	1.24	1.002e-6	1.399e-5	Altered group
SMCO3	12p12.3	4.16	3.30	0.82	1.16	0.85	1.016e-6	1.415e-5	Altered group
PEA15	1q23.2	12.37	11.93	0.43	0.54	0.45	1.022e-6	1.423e-5	Altered group
IQSEC1	3p25.2	10.88	10.34	0.52	0.61	0.54	1.034e-6	1.439e-5	Altered group
PRKX	Xp22.33	9.42	8.87	0.53	0.73	0.55	1.057e-6	1.468e-5	Altered group
ITGAD	16p11.2	4.08	2.22	1.81	1.45	1.86	1.059e-6	1.471e-5	Altered group
FMO3	1q24.3	8.20	7.26	0.90	1.32	0.94	1.060e-6	1.471e-5	Altered group
CTSC	11q14.2	13.23	12.57	0.64	0.82	0.66	1.068e-6	1.480e-5	Altered group
ITIH5	10p14	8.88	7.60	1.23	1.65	1.28	1.071e-6	1.485e-5	Altered group
TMEM121B	22q11.1	5.43	4.48	0.92	1.16	0.95	1.089e-6	1.507e-5	Altered group
PURA	5q31.3	8.39	8.05	0.32	0.56	0.34	1.089e-6	1.507e-5	Altered group
F13A1	6p25.1	10.80	9.36	1.40	1.67	1.45	1.101e-6	1.522e-5	Altered group
TNFAIP8L3	15q21.2	6.90	6.19	0.68	1.07	0.71	1.110e-6	1.533e-5	Altered group
SLC18A1	8p21.3	2.16	0.95	1.17	1.05	1.20	1.112e-6	1.535e-5	Altered group
DGLUCY	14q32.11	9.68	9.25	0.40	0.82	0.43	1.115e-6	1.539e-5	Altered group
IL7	8q21.13	6.64	5.84	0.77	1.21	0.80	1.119e-6	1.542e-5	Altered group
CD7	17q25.3	8.69	7.56	1.10	1.29	1.13	1.136e-6	1.565e-5	Altered group
CYYR1	21q21.3	8.53	7.71	0.79	0.85	0.81	1.161e-6	1.597e-5	Altered group
ST8SIA4	5q21.1	9.91	9.17	0.71	1.14	0.74	1.182e-6	1.625e-5	Altered group
NSMAF	8q12.1	9.58	9.30	0.27	0.49	0.29	1.197e-6	1.643e-5	Altered group
HERC1	15q22.31	10.50	9.90	0.59	0.64	0.60	1.200e-6	1.647e-5	Altered group
ADGRE4P	19p13.2	4.86	3.45	1.38	1.45	1.41	1.222e-6	1.676e-5	Altered group
ARHGAP6	Xp22.2	6.78	5.80	0.96	1.05	0.98	1.247e-6	1.708e-5	Altered group
ASPA	17p13.2	3.57	2.46	1.08	1.25	1.11	1.254e-6	1.717e-5	Altered group
OTOA	16p12.2	5.01	3.72	1.27	1.09	1.29	1.259e-6	1.722e-5	Altered group
ZNF546	19q13.2	6.11	5.68	0.41	0.76	0.43	1.261e-6	1.723e-5	Altered group
EBF1	5q33.3	6.93	6.10	0.81	0.98	0.83	1.270e-6	1.734e-5	Altered group
CD1C	1q23.1	7.25	5.77	1.45	1.89	1.49	1.280e-6	1.747e-5	Altered group
ARID3B	15q24.1	7.80	7.38	0.40	0.72	0.42	1.291e-6	1.761e-5	Altered group
SNX29	16p13.13-p13.12	5.79	5.07	0.70	0.91	0.72	1.309e-6	1.782e-5	Altered group
TNFSF10	3q26	11.73	10.98	0.72	1.20	0.75	1.323e-6	1.800e-5	Altered group
MAST3	19p13.11	9.14	8.60	0.52	0.63	0.53	1.325e-6	1.801e-5	Altered group
GFRA2	8p21.3	5.24	3.97	1.24	1.32	1.26	1.354e-6	1.840e-5	Altered group
NRIP2	12p13.33	5.88	5.26	0.61	0.74	0.63	1.358e-6	1.845e-5	Altered group
VIT	2p22.2	2.15	1.07	1.06	1.12	1.08	1.361e-6	1.847e-5	Altered group
SIDT1	3q13.2	8.32	7.52	0.76	1.39	0.79	1.381e-6	1.873e-5	Altered group
UBD	6p22.1	11.26	9.51	1.72	1.94	1.75	1.388e-6	1.881e-5	Altered group
PIAS1	15q23	8.74	8.37	0.36	0.45	0.37	1.403e-6	1.900e-5	Altered group
HLA-F	6p22.1	11.87	10.97	0.88	1.17	0.90	1.410e-6	1.909e-5	Altered group
HMOX1	22q12.3	10.89	10.13	0.74	0.95	0.76	1.427e-6	1.929e-5	Altered group
FXYD6	11q23.3	9.65	8.85	0.78	0.97	0.80	1.437e-6	1.942e-5	Altered group
ADTRP	6p24.1	6.61	5.40	1.19	1.55	1.21	1.441e-6	1.945e-5	Altered group
MPO	17q22	3.66	2.84	0.79	1.21	0.82	1.445e-6	1.949e-5	Altered group
ITIH1	3p21.1	1.96	0.92	1.03	1.04	1.04	1.455e-6	1.961e-5	Altered group
FFAR4	10q23.33	4.77	3.35	1.40	1.56	1.42	1.460e-6	1.967e-5	Altered group
GZMM	19p13.3	6.57	5.12	1.43	1.49	1.45	1.479e-6	1.988e-5	Altered group
CTSK	1q21.3	11.27	10.10	1.15	1.22	1.17	1.496e-6	2.009e-5	Altered group
RGS10	10q26.11	9.71	9.06	0.63	0.94	0.65	1.502e-6	2.013e-5	Altered group
LIN7A	12q21.31	4.00	3.12	0.85	1.38	0.87	1.505e-6	2.015e-5	Altered group
IL27	16p12.1-p11.2	2.57	1.54	1.03	1.02	1.04	1.518e-6	2.029e-5	Altered group
SV2B	15q26.1	5.46	4.33	1.10	1.48	1.12	1.541e-6	2.057e-5	Altered group
SLC2A5	1p36.23	8.07	6.75	1.30	1.54	1.32	1.547e-6	2.065e-5	Altered group
ZMYND15	17p13.2	7.27	6.39	0.87	1.07	0.88	1.562e-6	2.081e-5	Altered group
PCSK5	9q21.13	7.01	6.23	0.75	1.36	0.78	1.572e-6	2.092e-5	Altered group
DCN	12q21.33	13.56	12.52	1.03	1.22	1.05	1.574e-6	2.093e-5	Altered group
RASSF3	12q14.2	8.47	7.88	0.58	0.89	0.59	1.596e-6	2.122e-5	Altered group
ADGRE3	19p13.12	4.27	2.66	1.60	1.45	1.61	1.617e-6	2.146e-5	Altered group
KCNE1	21q22.12	5.63	4.08	1.53	1.82	1.55	1.622e-6	2.152e-5	Altered group
ACER3	11q13.5	8.99	8.50	0.49	0.58	0.49	1.632e-6	2.164e-5	Altered group
NAP1L2	Xq13.2	5.65	4.74	0.88	1.58	0.91	1.644e-6	2.178e-5	Altered group
ZNF582	19q13.43	5.23	4.67	0.55	1.00	0.56	1.648e-6	2.182e-5	Altered group
PRICKLE1	12q12	8.03	7.24	0.77	1.15	0.79	1.657e-6	2.192e-5	Altered group
TSPAN32	11p15.5	5.52	4.09	1.42	1.36	1.43	1.714e-6	2.262e-5	Altered group
SLC40A1	2q32.2	12.43	11.61	0.81	1.19	0.82	1.732e-6	2.284e-5	Altered group
CXCL11	4q21.1	7.90	6.21	1.69	1.89	1.70	1.736e-6	2.286e-5	Altered group
BMS1P20	22q11.22	16.63	14.81	1.81	1.81	1.82	1.755e-6	2.308e-5	Altered group
IFNAR2	21q22.11	9.93	9.54	0.37	0.69	0.39	1.783e-6	2.343e-5	Altered group
TMLHE	Xq28	6.97	6.37	0.56	1.23	0.59	1.806e-6	2.370e-5	Altered group
RFTN2	2q33.1	6.13	5.43	0.70	0.95	0.70	1.816e-6	2.382e-5	Altered group
M6PR	12p13.31	11.97	11.54	0.43	0.47	0.43	1.823e-6	2.388e-5	Altered group
HEXB	5q13.3	11.89	11.41	0.47	0.59	0.48	1.832e-6	2.398e-5	Altered group
GBGT1	9q34.2	8.21	7.58	0.63	0.88	0.64	1.834e-6	2.399e-5	Altered group
NTRK3	15q25.3	4.21	3.04	1.17	1.42	1.17	1.837e-6	2.402e-5	Altered group
ZNF683	1p36.11	6.77	5.14	1.63	1.73	1.63	1.845e-6	2.410e-5	Altered group
DRAM2	1p13.3	10.18	9.79	0.39	0.52	0.39	1.855e-6	2.419e-5	Altered group
PPWD1	5q12.3	8.79	8.55	0.23	0.46	0.24	1.855e-6	2.419e-5	Altered group
NCOA4	10q11.22	12.45	12.00	0.45	0.52	0.45	1.905e-6	2.478e-5	Altered group
NABP1	2q32.3	9.27	8.70	0.56	0.88	0.57	1.907e-6	2.479e-5	Altered group
CNTRL	9q33.2	9.27	8.72	0.55	0.75	0.55	1.923e-6	2.495e-5	Altered group
ZBTB24	6q21	8.57	8.23	0.34	0.46	0.34	1.948e-6	2.526e-5	Altered group
RHEX	1q32.1	5.12	3.87	1.25	1.58	1.25	1.952e-6	2.529e-5	Altered group
NAGK	2p13.3	10.67	10.14	0.53	0.46	0.52	1.974e-6	2.556e-5	Altered group
HSF5	17q22	2.28	1.30	0.98	0.84	0.98	1.985e-6	2.568e-5	Altered group
HLA-DQB2	6p21.32	10.14	8.65	1.48	2.12	1.49	1.994e-6	2.577e-5	Altered group
ZCCHC24	10q22.3	9.75	9.14	0.61	0.74	0.61	2.033e-6	2.624e-5	Altered group
TIMD4	5q33.3	4.51	2.81	1.71	1.51	1.70	2.037e-6	2.627e-5	Altered group
IL4I1	19q13.33	9.32	8.09	1.23	1.34	1.23	2.044e-6	2.634e-5	Altered group
C21ORF91	21q21.1	8.88	8.36	0.52	0.80	0.53	2.045e-6	2.634e-5	Altered group
ZNF836	19q13.33	6.79	6.41	0.37	0.65	0.38	2.058e-6	2.646e-5	Altered group
LSAMP	3q13.31	7.11	5.92	1.20	1.26	1.19	2.066e-6	2.653e-5	Altered group
PIPOX	17q11.2	5.80	5.00	0.78	1.58	0.80	2.066e-6	2.653e-5	Altered group
RENBP	Xq28	8.80	7.97	0.84	1.13	0.84	2.091e-6	2.678e-5	Altered group
AKT3	1q43-q44	8.83	8.15	0.67	1.08	0.68	2.110e-6	2.700e-5	Altered group
NAV3	12q21.2	6.55	5.61	0.94	1.35	0.95	2.169e-6	2.765e-5	Altered group
SARDH	9q34.2	7.03	6.19	0.84	1.23	0.84	2.174e-6	2.770e-5	Altered group
RASA2	3q23	7.31	6.82	0.48	0.85	0.49	2.176e-6	2.770e-5	Altered group
LEF1	4q25	8.16	7.35	0.82	0.97	0.81	2.177e-6	2.770e-5	Altered group
MANEA	6q16.1	9.31	8.62	0.70	0.66	0.70	2.213e-6	2.810e-5	Altered group
SIDT2	11q23.3	10.53	10.05	0.48	0.59	0.48	2.271e-6	2.881e-5	Altered group
MS4A14	11q12.2	6.23	5.10	1.14	1.24	1.13	2.289e-6	2.900e-5	Altered group
CALCRL	2q32.1	9.83	8.89	0.95	1.03	0.94	2.408e-6	3.039e-5	Altered group
WDFY1	2q36.1	10.57	10.24	0.32	0.50	0.32	2.430e-6	3.063e-5	Altered group
OAF	11q23.3	8.86	8.26	0.61	0.92	0.60	2.469e-6	3.106e-5	Altered group
ZNF788P	19p13.2	6.33	5.73	0.59	1.05	0.59	2.496e-6	3.136e-5	Altered group
MSC	8q13.3	7.98	6.95	1.04	1.21	1.03	2.528e-6	3.174e-5	Altered group
GNLY	2p11.2	8.19	6.84	1.36	1.77	1.34	2.545e-6	3.193e-5	Altered group
DDR2	1q23.3	7.59	6.49	1.11	1.35	1.10	2.563e-6	3.215e-5	Altered group
ADCY7	16q12.1	10.68	10.14	0.54	0.89	0.54	2.569e-6	3.220e-5	Altered group
DENND5B	12p11.21	8.55	7.82	0.74	1.08	0.73	2.571e-6	3.220e-5	Altered group
C5ORF64	5q12.1	1.31	0.60	0.73	0.64	0.71	2.584e-6	3.235e-5	Altered group
CXCL13	4q21.1	10.31	8.22	2.13	2.13	2.09	2.645e-6	3.307e-5	Altered group
PIP5K1B	9q21.11	7.46	6.40	1.07	1.59	1.06	2.650e-6	3.309e-5	Altered group
TEK	9p21.2	8.34	7.28	1.09	1.16	1.06	2.657e-6	3.314e-5	Altered group
MOB1A	2p13.1	10.14	9.73	0.42	0.56	0.41	2.658e-6	3.314e-5	Altered group
KIAA0930	22q13.31	11.28	10.82	0.47	0.57	0.47	2.666e-6	3.322e-5	Altered group
NHLRC3	13q13.3	9.52	9.21	0.31	0.51	0.31	2.682e-6	3.340e-5	Altered group
TMEM200A	6q23.1	8.02	7.20	0.84	1.12	0.82	2.691e-6	3.349e-5	Altered group
OTOAP1	16p12.2	4.15	2.66	1.52	1.23	1.48	2.713e-6	3.371e-5	Altered group
LYL1	19p13.13	7.55	6.56	1.01	0.86	0.99	2.720e-6	3.376e-5	Altered group
SH3KBP1	Xp22.12	10.67	10.26	0.41	0.66	0.41	2.736e-6	3.389e-5	Altered group
C9ORF72	9p21.2	8.56	7.99	0.58	0.71	0.57	2.741e-6	3.393e-5	Altered group
DPYS	8q22.3	3.42	1.97	1.48	1.47	1.45	2.743e-6	3.394e-5	Altered group
PLSCR4	3q24	9.18	8.62	0.56	0.91	0.56	2.763e-6	3.414e-5	Altered group
TNFSF14	19p13.3	4.76	3.68	1.10	1.42	1.08	2.786e-6	3.436e-5	Altered group
FGFR1OP2	12p11.23	9.44	8.92	0.53	0.56	0.52	2.822e-6	3.477e-5	Altered group
PLPPR4	1p21.3-p21.2	6.62	5.57	1.08	1.31	1.06	2.843e-6	3.498e-5	Altered group
PTGFR	1p31.1	5.87	4.72	1.15	1.88	1.15	2.873e-6	3.528e-5	Altered group
DNAAF9	20p13	9.13	8.57	0.57	0.75	0.56	2.876e-6	3.530e-5	Altered group
TRIB2	2p24.3	10.16	9.70	0.45	1.01	0.46	2.919e-6	3.574e-5	Altered group
ST3GAL6	3q12.1	7.35	6.65	0.71	1.03	0.70	2.919e-6	3.574e-5	Altered group
PIKFYVE	2q34	9.73	9.37	0.37	0.51	0.37	2.939e-6	3.595e-5	Altered group
MAL	2q11.1	7.06	6.01	1.06	1.63	1.05	2.968e-6	3.629e-5	Altered group
SYNE1	6q25.2	11.14	10.46	0.68	1.19	0.68	2.998e-6	3.664e-5	Altered group
RNF13	3q25.1	10.91	10.49	0.43	0.50	0.42	3.062e-6	3.739e-5	Altered group
GPR68	14q32.11	8.54	7.81	0.73	1.29	0.73	3.065e-6	3.741e-5	Altered group
IL17RA	22q11.1	8.83	8.33	0.52	0.59	0.50	3.124e-6	3.810e-5	Altered group
NR1H3	11p11.2	9.84	9.05	0.82	0.70	0.79	3.137e-6	3.824e-5	Altered group
JAK1	1p31.3	12.13	11.72	0.42	0.54	0.41	3.151e-6	3.834e-5	Altered group
PLA1A	3q13.33	7.57	6.53	1.05	1.58	1.03	3.211e-6	3.905e-5	Altered group
CXCR2	2q35	5.71	4.48	1.27	1.40	1.23	3.315e-6	4.017e-5	Altered group
IFI27L2	14q32.12	8.57	7.92	0.66	1.09	0.65	3.331e-6	4.033e-5	Altered group
INTS6L	Xq26.3	7.73	7.19	0.54	0.90	0.54	3.341e-6	4.043e-5	Altered group
LRFN5	14q21.1	4.04	3.04	1.03	1.18	1.00	3.376e-6	4.080e-5	Altered group
IQSEC3	12p13.33	5.06	3.84	1.27	1.39	1.23	3.476e-6	4.186e-5	Altered group
DUSP18	22q12.2	7.49	7.12	0.36	0.69	0.36	3.481e-6	4.189e-5	Altered group
DNAH8	6p21.2	2.94	1.76	1.22	1.11	1.17	3.488e-6	4.195e-5	Altered group
HEG1	3q21.2	11.11	10.31	0.83	0.98	0.80	3.526e-6	4.238e-5	Altered group
VNN1	6q23.2	7.50	5.99	1.57	1.84	1.51	3.527e-6	4.238e-5	Altered group
AGTPBP1	9q21.33	8.77	8.37	0.41	0.58	0.40	3.547e-6	4.254e-5	Altered group
KIAA0513	16q24.1	9.47	8.98	0.49	0.84	0.49	3.548e-6	4.254e-5	Altered group
STARD13	13q13.1	8.51	7.88	0.66	0.79	0.64	3.602e-6	4.315e-5	Altered group
SMARCA2	9p24.3	10.96	10.44	0.53	0.77	0.52	3.607e-6	4.318e-5	Altered group
FAM124A	13q14.3	4.83	4.17	0.68	0.92	0.66	3.667e-6	4.382e-5	Altered group
BIRC3	11q22.2	10.63	9.75	0.91	1.37	0.88	3.671e-6	4.383e-5	Altered group
PARP8	5q11.1	9.37	8.92	0.46	0.64	0.45	3.710e-6	4.427e-5	Altered group
RAI2	Xp22.13	8.19	7.31	0.92	1.06	0.88	3.734e-6	4.454e-5	Altered group
SLCO3A1	15q26.1	9.65	9.15	0.49	1.02	0.50	3.760e-6	4.478e-5	Altered group
TPST2	22q12.1	9.65	9.26	0.41	0.57	0.40	3.761e-6	4.478e-5	Altered group
HPGDS	4q22.3	6.94	5.50	1.51	1.74	1.45	3.774e-6	4.490e-5	Altered group
FMO2	1q24.3	9.94	8.67	1.32	1.54	1.27	3.778e-6	4.493e-5	Altered group
PDPN	1p36.21	9.63	8.65	1.00	1.36	0.97	3.786e-6	4.500e-5	Altered group
PABPC5	Xq21.31	4.30	3.47	0.86	1.07	0.83	3.793e-6	4.506e-5	Altered group
TMEM220	17p13.1	6.65	6.11	0.54	1.17	0.54	3.817e-6	4.531e-5	Altered group
SARAF	8p12	12.61	12.26	0.35	0.57	0.35	3.832e-6	4.546e-5	Altered group
CDHR1	10q23.1	4.14	2.90	1.28	1.44	1.23	3.855e-6	4.571e-5	Altered group
ZBED2	3q13.13	6.91	5.78	1.17	1.54	1.13	3.904e-6	4.627e-5	Altered group
TRIM14	9q22.33	10.49	10.02	0.49	0.73	0.48	3.930e-6	4.654e-5	Altered group
BTN3A2	6p22.2	11.04	10.30	0.77	0.89	0.74	3.997e-6	4.726e-5	Altered group
ARL10	5q35.2	4.70	3.99	0.73	1.07	0.71	4.004e-6	4.730e-5	Altered group
FAM43A	3q29	7.94	7.22	0.75	0.97	0.72	4.022e-6	4.750e-5	Altered group
HAPLN3	15q26.1	9.18	8.22	1.01	1.09	0.97	4.054e-6	4.785e-5	Altered group
LXN	3q25.32	8.94	8.26	0.71	0.80	0.68	4.065e-6	4.792e-5	Altered group
TIMP2	17q25.3	13.18	12.53	0.68	0.95	0.65	4.080e-6	4.806e-5	Altered group
CDYL2	16q23.2	5.78	5.18	0.61	1.26	0.61	4.104e-6	4.829e-5	Altered group
TAP2	6p21.32	11.52	10.94	0.60	0.85	0.58	4.122e-6	4.847e-5	Altered group
HLA-C	6p21.33	15.29	14.61	0.71	0.93	0.68	4.145e-6	4.865e-5	Altered group
CYTH1	17q25.3	10.78	10.41	0.38	0.52	0.36	4.243e-6	4.977e-5	Altered group
CHRDL1	Xq23	9.05	7.50	1.61	2.06	1.54	4.285e-6	5.024e-5	Altered group
ZNF439	19p13.2	6.75	6.12	0.64	1.11	0.63	4.326e-6	5.069e-5	Altered group
MTMR6	13q12.13	10.03	9.56	0.50	0.58	0.47	4.343e-6	5.086e-5	Altered group
LGMN	14q32.12	12.57	12.14	0.45	0.69	0.43	4.425e-6	5.179e-5	Altered group
NCEH1	3q26.31	10.42	9.74	0.71	0.92	0.68	4.437e-6	5.187e-5	Altered group
ACAP2	3q29	10.40	9.97	0.45	0.57	0.43	4.446e-6	5.194e-5	Altered group
TVP23A	16p13.13	5.61	4.89	0.75	1.23	0.73	4.458e-6	5.205e-5	Altered group
DERL3	22q11.23	10.40	9.12	1.35	1.34	1.28	4.544e-6	5.299e-5	Altered group
LINC00158	21q21.2	1.45	0.67	0.82	0.74	0.78	4.550e-6	5.303e-5	Altered group
CEP19	3q29	6.10	5.63	0.49	0.80	0.48	4.563e-6	5.315e-5	Altered group
ZNF227	19q13.31	8.03	7.72	0.31	0.51	0.30	4.569e-6	5.319e-5	Altered group
ADAMTSL4	1q21.2	9.78	8.77	1.06	1.24	1.01	4.572e-6	5.320e-5	Altered group
MCUB	4q25	8.66	8.06	0.63	0.97	0.60	4.612e-6	5.363e-5	Altered group
ETV1	7p21.2	9.84	9.14	0.72	1.33	0.70	4.637e-6	5.388e-5	Altered group
CXCL16	17p13.2	11.80	11.34	0.47	0.82	0.46	4.638e-6	5.388e-5	Altered group
CLEC6A	12p13.31	3.52	1.89	1.73	1.33	1.63	4.659e-6	5.409e-5	Altered group
P2RY1	3q25.2	5.87	4.95	0.97	1.11	0.92	4.736e-6	5.488e-5	Altered group
PLD4	14q32.33	7.31	5.94	1.44	1.67	1.37	4.883e-6	5.646e-5	Altered group
ZYX	7q34	12.31	11.79	0.55	0.71	0.52	4.908e-6	5.671e-5	Altered group
TTC7B	14q32.11	8.43	7.93	0.52	0.80	0.50	4.959e-6	5.720e-5	Altered group
PLA2G15	16q22.1	9.88	9.31	0.60	0.58	0.57	4.982e-6	5.743e-5	Altered group
IDO1	8p11.21	10.04	8.66	1.46	1.83	1.38	5.009e-6	5.771e-5	Altered group
PYCARD	16p11.2	9.44	8.74	0.73	1.04	0.69	5.021e-6	5.779e-5	Altered group
ADA	20q13.12	7.78	7.12	0.68	1.07	0.65	5.083e-6	5.843e-5	Altered group
TRIM38	6p22.2	9.71	9.45	0.27	0.50	0.26	5.140e-6	5.902e-5	Altered group
ANKRD12	18p11.22	10.21	9.76	0.47	0.61	0.45	5.148e-6	5.908e-5	Altered group
TRABD2A	2p11.2	7.13	6.28	0.88	1.59	0.86	5.152e-6	5.909e-5	Altered group
SDCBP	8q12.1	12.43	12.06	0.39	0.55	0.37	5.172e-6	5.925e-5	Altered group
GRK5	10q26.11	8.92	8.24	0.72	0.98	0.68	5.175e-6	5.925e-5	Altered group
